pl_name,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,st_teff,st_rad,st_mass,sy_dist
GQ Lup b,Imaging,2004,,100,20,4360,1.94,0.7,151.169
GSC 06214-00210 b,Imaging,2010,,320,16,4200,0.9,0.9,108.5
GU Psc b,Imaging,2014,,2000,11.3,4031.81,0.45,0.33,47.5501
Gl 378 b,Radial Velocity,2019,3.822,0.039435,0.04097,3879,0.56,0.56,14.9545
Gl 49 b,Radial Velocity,2019,13.8508,0.0905,0.01771,3805,0.51,0.52,9.8528
Gl 686 b,Radial Velocity,2018,15.53,0.091,0.02084,3656,0.43,0.43,8.15728
HAT-P-1 b,Transit,2006,4.46529976,0.05561,0.525,5980,1.17,1.15,158.979
HAT-P-11 b,Transit,2008,4.88780244,0.05254,0.084,4780,0.68,0.81,37.7647
HAT-P-11 c,Radial Velocity,2018,3407,4.13,2.3,4780,0.68,0.81,37.7647
HAT-P-12 b,Transit,2009,3.2130598,0.0384,0.211,4650,0.7,0.73,142.751
HAT-P-13 b,Transit,2009,2.91625,0.04383,0.851,5653,1.76,1.32,246.81
HAT-P-13 c,Radial Velocity,2009,446.27,1.258,14.28,5653,1.76,1.32,246.81
HAT-P-14 b,Transit,2010,4.62767,0.0596,3.44,6600,1.82,2.65,222.663
HAT-P-15 b,Transit,2010,10.8635,0.0965,1.94,5568,1.07,1,192.516
HAT-P-16 b,Transit,2010,2.77596,0.0413,4.193,6158,1.24,1.22,226.637
HAT-P-17 b,Transit,2010,10.33852,0.0882,0.58,5246,0.87,0.99,92.3831
HAT-P-17 c,Radial Velocity,2010,5584,5.6,3.4,5336.96,0.84,0.92,92.3831
HAT-P-18 b,Transit,2010,5.508023,0.0559,0.197,4803,0.75,0.77,161.4
HAT-P-19 b,Transit,2010,4.008778,0.0466,0.292,4990,0.82,0.84,202.078
HAT-P-2 b,Transit,2007,5.6335158,0.06814,8.7,6380,1.39,1.33,127.774
HAT-P-20 b,Transit,2010,2.875317,0.0361,7.246,4595,0.69,0.76,71.0374
HAT-P-21 b,Transit,2010,4.12448,0.0494,4.87,5588,1.21,1.24,277.278
HAT-P-22 b,Transit,2010,3.21222,0.0414,2.47,5302,1.11,1.13,81.7647
HAT-P-23 b,Transit,2010,1.21288,0.0232,1.34,5905,0.96,0.58,364.813
HAT-P-24 b,Transit,2010,3.35524,0.04651,0.75,6373,1.38,1.37,415.344
HAT-P-25 b,Transit,2010,3.65281514,0.0466,0.569,5519,0.92,1.01,300.384
HAT-P-26 b,Transit,2010,4.23452,0.0479,0.07,5079,0.87,1.12,141.837
HAT-P-27 b,Transit,2011,3.039577,0.04,0.62,5316,0.86,0.92,199.173
HAT-P-28 b,Transit,2011,3.257215,0.0434,0.626,5680,1.1,1.03,401.319
HAT-P-29 b,Transit,2011,5.72319,0.0667,0.88,6087,1.3,1.45,313.576
HAT-P-3 b,Transit,2007,2.8997,0.03866,0.65,5185,0.87,1.06,134.554
HAT-P-30 b,Transit,2011,2.8106,0.0419,0.83,6304,1.31,1.55,213.985
HAT-P-31 b,Transit,2011,5.00542,0.061,2.27,6065,1.39,1.31,344.05
HAT-P-32 b,Transit,2011,2.1500082,0.03397,0.68,6001,1.37,1.13,289.205
HAT-P-33 b,Transit,2011,3.47447,0.04995,0.92,6446,1.79,1.82,396.11
HAT-P-34 b,Transit,2011,5.452654,0.06774,3.33,6442,1.53,1.39,249.325
HAT-P-35 b,Transit,2011,3.646706,0.04978,1.056,6096,1.44,1.24,506.965
HAT-P-36 b,Transit,2011,1.32734683,0.0241,1.8482,5620,1.04,1.03,294.419
HAT-P-37 b,Transit,2011,2.797436,0.0379,1.169,5500,0.88,0.93,390.594
HAT-P-38 b,Transit,2012,4.640382,0.0523,0.267,5330,0.92,0.89,255.206
HAT-P-39 b,Transit,2012,3.54387,0.0509,0.599,6430,1.62,1.4,697.004
HAT-P-4 b,Transit,2007,3.056536,0.04438,0.671,5860,1.62,0.56,320.451
HAT-P-40 b,Transit,2012,4.45724,0.0608,0.48,6080,1.94,1.03,464.469
HAT-P-41 b,Transit,2012,2.69405,0.04258,1.19,6390,2.05,2.56,348.185
HAT-P-42 b,Transit,2012,4.641878,0.0575,1.044,5743,1.53,1.18,405.238
HAT-P-43 b,Transit,2012,3.3326414,0.0444,0.662,5693,1.08,1.03,528.825
HAT-P-44 b,Transit,2014,4.301219,0.0507,0.352,5295,0.95,0.94,347.85
HAT-P-44 c,Radial Velocity,2014,872.2,1.752,4,5295,0.95,0.94,347.85
HAT-P-45 b,Transit,2014,3.128992,0.0452,0.892,6330,1.32,1.26,298.64
HAT-P-46 b,Transit,2014,4.463129,0.0577,0.493,6120,1.4,1.28,290.736
HAT-P-49 b,Transit,2014,2.69155,0.04378,2.2,6820,2.06,2.22,350.351
HAT-P-5 b,Transit,2007,2.78849,0.04073,0.98,5960,1.12,1.04,303.336
HAT-P-50 b,Transit,2015,3.1220109,0.0453,1.35,6280,1.7,1.27,515.458
HAT-P-51 b,Transit,2015,4.2180278,0.05069,0.309,5449,1.04,0.98,440.089
HAT-P-52 b,Transit,2015,2.7535953,0.03694,0.818,5131,0.89,0.89,361.155
HAT-P-53 b,Transit,2015,1.9616241,0.03159,1.484,5956,1.21,1.09,666.802
HAT-P-54 b,Transit,2015,3.799847,0.04117,0.76,4390,0.62,0.65,143.651
HAT-P-55 b,Transit,2015,3.5852467,0.04604,0.582,5808,1.01,1.01,511.388
HAT-P-56 b,Transit,2015,2.79083,0.0423,2.31,6566,1.47,1.42,320.639
HAT-P-57 b,Transit,2015,2.4653,0.0406,1.41,6330,1.85,2.77,279.86
HAT-P-58 b,Transit,2021,4.0138379,0.04994,0.372,6078,1.53,1.03,515.59
HAT-P-59 b,Transit,2021,4.1419771,0.05064,1.54,5678,1.1,1.01,265.471
HAT-P-6 b,Transit,2007,3.85298,0.05239,1.32,6570,1.62,1.79,275.358
HAT-P-60 b,Transit,2021,4.7947813,0.06277,0.574,6212,2.2,1.44,233.22
HAT-P-61 b,Transit,2021,1.90231289,0.0301,1.057,5587,0.94,1,338.84
HAT-P-62 b,Transit,2021,2.6453235,0.03772,0.761,5629,1.17,1.02,348.815
HAT-P-63 b,Transit,2021,3.377728,0.04294,0.614,5400,0.97,0.93,4483.05
HAT-P-64 b,Transit,2021,4.007232,0.05387,0.58,6457,1.74,1.3,651.897
HAT-P-65 b,Transit,2016,2.6054552,0.03951,0.527,5835,1.86,1.21,738.519
HAT-P-66 b,Transit,2016,2.972086,0.04363,0.783,6002,1.88,1.25,935.456
HAT-P-67 b,Transit,2017,4.8101025,0.06505,0.34,6406,2.55,1.64,371.686
HAT-P-68 b,Transit,2020,2.29840551,0.02996,0.724,4508,0.67,0.68,202.152
HAT-P-69 b,Transit,2019,4.7869491,0.06555,3.58,7394,1.93,1.65,341.263
HAT-P-7 b,Transit,2008,2.20474,0.03676,1.84,6389,2,1.56,341.079
HAT-P-70 b,Transit,2019,2.74432452,0.04739,6.78,8450,1.86,1.89,330.739
HAT-P-8 b,Transit,2008,3.07634,0.04496,1.28,6200,1.57,1.27,211.553
HAT-P-9 b,Transit,2008,3.92281072,0.05287,0.749,6350,1.34,1.28,455.203
HATS-1 b,Transit,2012,3.446459,0.0444,1.855,5870,1.04,0.99,283.971
HATS-10 b,Transit,2015,3.312846,0.04491,0.526,5880,1.1,1.1,534.889
HATS-11 b,Transit,2016,3.619188,0.0507,0.83,6563,1.54,1.33,944.603
HATS-12 b,Transit,2016,3.142702,0.0441,2.39,6357,1.17,1.16,746.138
HATS-13 b,Transit,2015,3.0440499,0.04057,0.543,5523,0.89,0.96,421.855
HATS-14 b,Transit,2015,2.7667641,0.03815,1.071,5346,0.93,0.97,513.011
HATS-15 b,Transit,2016,1.74748753,0.02712,2.17,5311,0.92,0.87,1139.55
HATS-16 b,Transit,2016,2.686502,0.03744,3.27,5738,1.24,0.97,757.044
HATS-17 b,Transit,2016,16.254611,0.1308,1.338,5846,1.09,1.13,400.331
HATS-18 b,Transit,2016,0.83784,0.0174,1.9795,5600,1.02,1.04,624.368
HATS-2 b,Transit,2013,1.354133,0.023,1.345,5227,0.9,0.88,341.925
HATS-22 b,Transit,2017,4.7228124,0.05025,2.74,4803,0.69,0.76,229.518
HATS-23 b,Transit,2017,2.1605156,0.03397,1.47,5780,1.2,1.12,639.004
HATS-24 b,Transit,2017,1.3484978,0.0238,2.26,6125,1.12,1.07,494.182
HATS-25 b,Transit,2016,4.2986432,0.05163,0.613,5715,1.11,0.99,471.158
HATS-26 b,Transit,2016,3.3023881,0.04735,0.65,6071,2.04,1.3,861.843
HATS-27 b,Transit,2016,4.637038,0.0611,0.53,6438,1.74,1.42,816.988
HATS-28 b,Transit,2016,3.1810781,0.04131,0.672,5498,0.92,0.93,535.383
HATS-29 b,Transit,2016,4.6058749,0.05475,0.653,5670,1.07,1.03,353.891
HATS-3 b,Transit,2013,3.547851,0.0485,1.071,6351,1.4,1.21,411.211
HATS-30 b,Transit,2016,3.1743516,0.04354,0.706,5943,1.06,1.09,342.14
HATS-31 b,Transit,2016,3.37796,0.0478,0.88,6050,1.87,1.27,773.974
HATS-32 b,Transit,2016,2.8126548,0.04024,0.92,5700,1.1,1.1,745.116
HATS-33 b,Transit,2016,2.5495551,0.03727,1.192,5659,1.02,1.06,248.46
HATS-34 b,Transit,2016,2.1061607,0.03166,0.941,5380,0.98,0.95,508.842
HATS-35 b,Transit,2016,1.8209993,0.03199,1.222,6300,1.43,1.32,514.555
HATS-36 b,Transit,2018,4.175186,0.0523,3.216,5950,1.1,1.1,856.436
HATS-37 A b,Transit,2020,4.3315366,0.04913,0.099,5326,0.88,0.84,211.896
HATS-38 b,Transit,2020,4.375021,0.05036,0.074,5732,1.1,0.89,343.525
HATS-39 b,Transit,2018,4.5776348,0.06007,0.63,6572,1.62,1.38,878.521
HATS-4 b,Transit,2014,2.516729,0.0362,1.323,5403,0.93,1,416.459
HATS-40 b,Transit,2018,3.2642736,0.04997,1.59,6460,2.26,1.56,1342.29
HATS-41 b,Transit,2018,4.193649,0.0583,9.7,6424,1.71,1.5,737.668
HATS-42 b,Transit,2018,2.292102,0.03689,1.88,6060,1.48,1.27,800.377
HATS-43 b,Transit,2018,4.3888497,0.04944,0.261,5099,0.81,0.84,362.273
HATS-44 b,Transit,2018,2.7439004,0.03649,0.56,5080,0.85,0.86,446.035
HATS-45 b,Transit,2018,4.1876244,0.05511,0.7,6450,1.31,1.27,772.11
HATS-46 b,Transit,2018,4.7423729,0.05367,0.173,5495,0.85,0.92,453.808
HATS-47 b,Transit,2020,3.9228038,0.04269,0.369,4512,0.66,0.67,300.67
HATS-48 A b,Transit,2020,3.1316666,0.03769,0.243,4546,0.72,0.73,263.609
HATS-49 b,Transit,2020,4.1480467,0.04515,0.353,4405,0.7,0.71,324.413
HATS-5 b,Transit,2014,4.763387,0.0542,0.237,5304,0.87,0.94,246.384
HATS-50 b,Transit,2017,3.8297015,0.05046,0.39,5990,1.12,1.17,756.742
HATS-51 b,Transit,2017,3.3488702,0.04639,0.768,5758,1.44,1.19,389.57
HATS-52 b,Transit,2017,1.36665436,0.02498,2.24,6010,1.05,1.11,555.134
HATS-53 b,Transit,2017,3.8537768,0.04753,0.595,5644,1.1,0.96,585.77
HATS-54 b,Transit,2019,2.5441828,0.03763,0.76,5702,1.32,1.1,748.585
HATS-55 b,Transit,2019,4.2042001,0.05412,0.921,6214,1.13,1.2,609.838
HATS-56 b,Transit,2019,4.324799,0.06043,0.602,6536,2.2,1.57,564.409
HATS-57 b,Transit,2019,2.350621,0.03493,3.147,5587,0.96,1.03,279.485
HATS-58 A b,Transit,2019,4.2180896,0.05798,1.03,7175,1.43,1.46,403.591
HATS-59 b,Transit,2018,5.416081,0.06112,0.806,5670,1.04,1.04,642.884
HATS-59 c,Radial Velocity,2018,1422,2.504,12.7,5670,1.04,1.04,642.884
HATS-6 b,Transit,2015,3.3252725,0.03623,0.319,3724,0.57,0.57,169.318
HATS-60 b,Transit,2018,3.560829,0.04708,0.662,5688,1.46,1.1,486.474
HATS-61 b,Transit,2018,7.817953,0.07908,3.4,5542,1.66,1.08,679.761
HATS-62 b,Transit,2018,3.2768837,0.04163,0.179,5416,0.93,0.9,523.067
HATS-63 b,Transit,2018,3.0566527,0.04026,0.96,5627,1.07,0.93,623.232
HATS-64 b,Transit,2018,4.908897,0.06562,0.96,6554,2.11,1.56,1080.15
HATS-65 b,Transit,2018,3.105161,0.04497,0.821,6277,1.31,1.26,493.32
HATS-66 b,Transit,2018,3.1414391,0.04714,5.33,6626,1.84,1.41,1477.98
HATS-67 b,Transit,2018,1.6091788,0.03032,1.45,6594,1.44,1.44,960.109
HATS-68 b,Transit,2018,3.5862202,0.05071,1.29,6147,1.75,1.35,603.955
HATS-69 b,Transit,2018,2.2252577,0.03211,0.577,5137,0.88,0.89,414.537
HATS-7 b,Transit,2015,3.185315,0.04012,0.12,4985,0.81,0.85,240.707
HATS-70 b,Transit,2019,1.8882378,0.03632,12.9,7930,1.88,1.78,1458.83
HATS-71 b,Transit,2020,3.7955202,0.03745,0.37,3405,0.48,0.49,140.225
HATS-72 b,Transit,2020,7.3279474,0.066517,0.1254,4656.1,0.72,0.73,127.589
HATS-74 A b,Transit,2021,1.73185606,0.02384,1.46,3776.9,0.58,0.6,299.389
HATS-75 b,Transit,2021,2.7886556,0.032742,0.491,3790.4,0.58,0.6,194.964
HATS-76 b,Transit,2021,1.9416423,0.02658,2.629,4016,0.63,0.66,385.689
HATS-77 b,Transit,2021,3.0876262,0.03607,1.374,4071,0.64,0.66,436.176
HATS-8 b,Transit,2015,3.583893,0.04667,0.138,5679,1.09,1.06,794.637
HATS-9 b,Transit,2015,1.915291,0.0312,0.837,5599,1.56,1.1,638.7
HD 100546 b,Imaging,2014,,53,752,10500,1.85,2.4,109.677
HD 100655 b,Radial Velocity,2011,157.57001,0.68,1.61,4891,10.06,2.28,137.178
HD 100777 b,Radial Velocity,2007,383.70001,1.03,1.03,5533,1.04,0.83,49.5336
HD 10180 c,Radial Velocity,2010,5.75969,0.06412,0.04122,5911,1.11,1.06,38.9607
HD 10180 d,Radial Velocity,2010,16.357,0.12859,0.03697,5911,1.11,1.06,38.9607
HD 10180 e,Radial Velocity,2010,49.748,0.2699,0.079,5911,1.11,1.06,38.9607
HD 10180 f,Radial Velocity,2010,122.744,0.4929,0.0752,5911,1.11,1.06,38.9607
HD 10180 g,Radial Velocity,2010,604.67,1.427,0.0673,5911,1.11,1.06,38.9607
HD 10180 h,Radial Velocity,2010,2205,3.381,0.203,5911,1.11,1.06,38.9607
HD 101930 b,Radial Velocity,2005,70.46,0.3,0.25,5108,0.86,0.57,30.0274
HD 102117 b,Radial Velocity,2005,20.8133,0.15,0.17,5655,1.23,1.06,39.5792
HD 102195 b,Radial Velocity,2006,4.11377,0.05,0.41,5301,0.82,0.76,29.3386
HD 102272 b,Radial Velocity,2008,127.58,0.51,4.94,4790,10.3,1.45,347.097
HD 102329 b,Radial Velocity,2011,778.09998,1.81,8.16,4745,9.82,3.21,217.107
HD 102329 c,Radial Velocity,2018,1123,,1.52,4830,6.3,1.3,217.107
HD 102365 b,Radial Velocity,2010,122.1,0.46,0.05,5630,0.95,0.85,9.2894
HD 102843 b,Radial Velocity,2019,3090.942,4.074,0.35837,5436,0.96,0.95,62.758
HD 102956 b,Radial Velocity,2010,6.4947,0.0807,0.96,4985,4.55,1.66,121.89
HD 103197 b,Radial Velocity,2009,47.84,0.25,0.09,5250,0.88,0.8,57.1463
HD 103720 b,Radial Velocity,2014,4.5557,0.0498,0.62,5017,0.73,0.79,45.5352
HD 103774 b,Radial Velocity,2013,5.8881,0.07,0.367,6489,1.58,1.33,56.4089
HD 103949 b,Radial Velocity,2019,120.878,0.439,0.03524,4792,0.75,0.77,26.4997
HD 104067 b,Radial Velocity,2009,55.806,0.26,0.16,4937,0.74,0.62,20.3632
HD 10442 b,Radial Velocity,2014,1032.3,2.01,1.487,4912,1.97,1.01,135.374
HD 104985 b,Radial Velocity,2003,199.505,0.95,8.3,4877,11,2.3,100.576
HD 106252 b,Radial Velocity,2002,1531,2.61,6.93,5874,1.1,1.01,38.185
HD 106270 b,Radial Velocity,2011,1888,3.34,10.13,5509,2.66,1.39,93.808
HD 106315 b,Transit,2017,9.55237,0.0907,0.03964,6327,1.3,1.09,109.353
HD 106315 c,Transit,2017,21.05704,0.1536,0.04782,6327,1.3,1.09,109.353
HD 10647 b,Radial Velocity,2006,989.2,2.015,0.94,6218,1.1,1.11,17.3357
HD 106515 A b,Radial Velocity,2012,3630,4.59,9.61,5362,1.62,0.97,34.0915
HD 106906 b,Imaging,2013,,650,11,6516,2.12,1.5,103.029
HD 10697 b,Radial Velocity,1999,1075.69,2.14,6.383,5600,1.79,1.13,33.1205
HD 107148 b,Radial Velocity,2005,48.056,0.269,0.21,5797,1.17,1.12,49.4156
HD 107148 c,Radial Velocity,2021,18.3267,0.1407,0.0626,5752.92,1.17,1.11,49.4156
HD 108147 b,Radial Velocity,2002,10.8985,0.102,0.261,6255.73,1.21,1.22,38.92
HD 108236 b,Transit,2020,3.795963,0.04527,0.0102,5660,0.88,0.87,64.5978
HD 108236 c,Transit,2020,6.203449,0.062,0.0155,5660,0.88,0.87,64.5978
HD 108236 d,Transit,2020,14.175685,0.1074,0.022,5660,0.88,0.87,64.5978
HD 108236 e,Transit,2020,19.590025,0.1367,0.0306,5660,0.88,0.87,64.5978
HD 108236 f,Transit,2021,29.54115,0.1758,0.0149,5660,0.88,0.87,64.5978
HD 108341 b,Radial Velocity,2014,1129,2,3.5,5122,0.79,0.84,48.9102
HD 108863 b,Radial Velocity,2011,437.7,1.32,2.414,4878,5.74,1.59,164.742
HD 108874 b,Radial Velocity,2002,394.48123,1.04,1.42,5600,1.05,1.1,59.5175
HD 108874 c,Radial Velocity,2005,1624,2.659,0.99,5551,1.09,0.95,59.5175
HD 109246 b,Radial Velocity,2010,68.27,0.33,0.86,5844,1.07,1.2,67.8349
HD 109271 b,Radial Velocity,2013,7.8543,0.079,0.054,5783,1.29,1.05,55.8716
HD 109271 c,Radial Velocity,2013,30.93,0.196,0.076,5783,1.29,1.05,55.8716
HD 109286 b,Radial Velocity,2021,520.1,1.259,2.99,5694,1.09,0.98,55.4156
HD 109749 b,Radial Velocity,2005,5.239891,0.0615,0.27,5824,1.22,1.13,63.0821
HD 10975 b,Radial Velocity,2021,283.8,0.95,0.45,4840,11.16,1.41,116.506
HD 110014 b,Radial Velocity,2009,835.477,2.14,11.09,4445,20.9,2.17,100.758
HD 110082 b,Transit,2021,10.18271,0.113,0.0325,6200,1.19,1.21,105.096
HD 110113 b,Transit,2021,2.541,0.035,0.01432,5732,0.97,1,106.307
HD 110113 c,Radial Velocity,2021,6.744,0.068,0.03304,5732,0.97,1,106.307
HD 111232 b,Radial Velocity,2003,1143,1.97,7.14,5512,0.9,0.84,28.9571
HD 111591 b,Radial Velocity,2017,1056.4,2.5,4.4,4884,8.03,1.94,114.166
HD 111998 b,Radial Velocity,2016,825.9,1.82,4.51,6557,1.45,1.18,33.2237
HD 112640 b,Radial Velocity,2020,613.2,1.7,5,4155,39,1.8,323.335
HD 113337 b,Radial Velocity,2013,324,0.92,2.83,6576.6,1.5,1.4,36.18
HD 113538 b,Radial Velocity,2010,663.2,1.24,0.36,4462,0.53,0.58,16.2817
HD 113538 c,Radial Velocity,2010,1818,2.44,0.93,4462,0.53,0.58,16.2817
HD 113996 b,Radial Velocity,2017,610.2,1.6,6.3,4181,25.11,1.49,116.334
HD 114386 b,Radial Velocity,2003,937.70001,1.73,1.14,4836,0.76,0.6,27.9243
HD 114613 b,Radial Velocity,2014,4000,5.34,0.357,5641,2.14,1.27,20.2836
HD 114729 b,Radial Velocity,2002,1121.79,2.067,0.825,5844,1.47,0.94,37.8063
HD 114762 b,Radial Velocity,1989,83.9151,0.36,10.69,5869,1.2,0.8,40.1949
HD 114783 b,Radial Velocity,2001,493.7,1.16,1.1,5135,0.84,0.85,21.0628
HD 114783 c,Radial Velocity,2018,4319,4.97,0.611,5126.74,0.84,0.85,21.0628
HD 11506 b,Radial Velocity,2007,1622.1,2.9,4.83,6030,1.34,1.24,51.261
HD 11506 c,Radial Velocity,2008,223.41,0.774,0.408,6030,1.34,1.24,51.261
HD 115954 b,Radial Velocity,2021,3700,5,8.29,5957,1.21,1.18,87.6437
HD 116029 b,Radial Velocity,2011,670,1.65,1.4,4819,4.89,0.83,123.245
HD 116029 c,Radial Velocity,2018,907,,1.27,4951,4.6,1.33,123.245
HD 117207 b,Radial Velocity,2004,2621.75,3.787,1.926,5732,1.07,1.05,32.3547
HD 11755 b,Radial Velocity,2015,433.70001,1.09,5.63,4312,20.58,0.72,235.045
HD 117618 b,Radial Velocity,2004,25.8,0.18,0.174,5990,1.2,1.08,37.7781
HD 118203 b,Radial Velocity,2005,6.1335,0.07,2.79,5864,2.06,1.84,92.2589
HD 11964 b,Radial Velocity,2005,1945,3.16,0.622,5303,2.01,0.91,33.5369
HD 11964 c,Radial Velocity,2008,37.91,0.229,0.0788,5303,2.01,0.91,33.5369
HD 11977 b,Radial Velocity,2005,711,1.93,6.54,4970,10.09,1.91,67.9331
HD 120084 b,Radial Velocity,2013,2082,4.3,4.5,4892,9.12,2.39,103.044
HD 121504 b,Radial Velocity,2003,63.33,0.33,1.51,6027,1.07,1.62,41.6592
HD 124330 b,Radial Velocity,2021,270.66,0.86,0.75,5873,1.3,1.15,60.1977
HD 12484 b,Radial Velocity,2016,58.83,0.297,2.98,5920,1,1.01,48.3367
HD 125390 b,Radial Velocity,2019,1756.2,3.16,22.16,4850,6.47,1.36,153.647
HD 125595 b,Radial Velocity,2009,9.6737,0.08,0.02,4691,0.74,0.29,28.1989
HD 125612 b,Radial Velocity,2007,557.04,1.372,3.1,5841,1.05,1.11,57.6207
HD 125612 c,Radial Velocity,2009,4.15514,0.0524,0.055,5841,1.05,1.11,57.6207
HD 125612 d,Radial Velocity,2009,2835,4.06,7.28,5841,1.05,1.11,57.6207
HD 12648 b,Radial Velocity,2015,133.60001,0.54,1.96,4835,11.02,0.67,182.192
HD 126525 b,Radial Velocity,2018,960.41,1.837,0.237,5638,0.98,0.9,37.6506
HD 12661 b,Radial Velocity,2000,262.70862,0.84,2.43,5645,1.2,1.2,37.8478
HD 12661 c,Radial Velocity,2002,1708,2.8145,1.812,5748,1.11,1.02,37.8478
HD 126614 b,Radial Velocity,2009,1244,2.37,0.41,5568,1.32,1.26,73.0961
HD 128311 b,Radial Velocity,2002,453.019,1.084,1.769,4965,0.76,0.83,16.3292
HD 128311 c,Radial Velocity,2005,921.538,1.74,3.789,4965,0.76,0.83,16.3292
HD 128356 b,Radial Velocity,2016,298.2,0.87,0.89,4875,0.85,0.65,26.1548
HD 129445 b,Radial Velocity,2009,1840,2.9,1.6,5605,1.18,0.99,67.4386
HD 130322 b,Radial Velocity,1999,10.70871,0.0925,1.15,5387,0.85,0.92,31.8766
HD 131496 b,Radial Velocity,2011,896,2.01,1.8,4846,4.44,1.34,131.849
HD 131664 b,Radial Velocity,2008,1951,3.17,19.12,5892,1.08,1.19,52.8128
HD 13167 b,Radial Velocity,2018,2613,4.1,3.31,5671,2.39,1.35,148.934
HD 13189 b,Radial Velocity,2005,471.60001,1.25,10.95,4175,38.41,2.24,497.823
HD 132406 b,Radial Velocity,2007,974,1.98,5.38,5783,1.34,1.03,70.7832
HD 132563 b,Radial Velocity,2011,1544,2.62,1.49,6289,1.3,1.23,105.155
HD 133131 A b,Radial Velocity,2016,649,1.44,1.42,5799,0.96,0.95,51.4736
HD 133131 A c,Radial Velocity,2016,3568,4.49,0.42,5799,0.96,0.95,51.4736
HD 133131 B b,Radial Velocity,2016,5769,6.15,2.5,5805,0.99,0.93,51.2993
HD 134060 b,Radial Velocity,2019,3.2696,0.0444,0.0318,5966,1.16,1.09,24.0125
HD 134060 c,Radial Velocity,2019,1291.5646,2.3928,0.0922,5966,1.16,1.09,24.0125
HD 134987 b,Radial Velocity,1999,258.17999,0.81,1.61,5736,1.22,1.1,26.1804
HD 134987 c,Radial Velocity,2009,5000,5.8,0.82,5585,1.25,1.1,26.1804
HD 136352 b,Radial Velocity,2019,11.57797,0.0964,0.01485,5664,1.06,0.87,14.682
HD 136352 c,Radial Velocity,2019,27.59221,0.1721,0.03536,5664,1.06,0.87,14.682
HD 136352 d,Radial Velocity,2019,107.245,0.425,0.02775,5664,1.06,0.87,14.682
HD 136418 b,Radial Velocity,2009,464.29999,1.29,2.14,4989,3.78,1.48,105.168
HD 136925 b,Radial Velocity,2021,4540,5.13,0.84,5773.19,1.19,0.88,47.874
HD 137388 b,Radial Velocity,2011,330,0.89,0.2,5181,0.88,0.68,40.4841
HD 137496 b,Transit,2021,1.62116,0.02732,0.01271,5799,1.59,1.04,155.317
HD 137496 c,Radial Velocity,2021,479.9,1.2163,7.66,5799,1.59,1.04,155.317
HD 13808 b,Radial Velocity,2021,14.1815,0.10519,0.03524,5035,0.78,0.77,28.2305
HD 13808 c,Radial Velocity,2021,53.753,0.2554,0.03134,5035,0.78,0.77,28.2305
HD 13908 b,Radial Velocity,2013,19.382,0.154,0.865,6255,1.67,1.29,79.5515
HD 13908 c,Radial Velocity,2013,931,2.03,5.13,6255,1.67,1.29,79.5515
HD 13931 b,Radial Velocity,2009,4218,5.15,2.2,5867,1.25,1.3,47.3963
HD 139357 b,Radial Velocity,2008,1125.7,2.36,9.76,4700,11.47,1.35,112.09
HD 1397 b,Transit,2018,11.53533,0.1097,0.415,5521,2.34,1.32,79.5702
HD 14067 b,Radial Velocity,2014,1455,3.4,7.8,4815,12.4,2.4,142.024
HD 141004 b,Radial Velocity,2021,15.5083,0.1238,0.0429,5885.38,1.39,1.05,11.8148
HD 141399 b,Radial Velocity,2014,94.44,0.415,0.451,5600,1.39,1.07,37.0169
HD 141399 c,Radial Velocity,2014,201.99,0.689,1.33,5600,1.39,1.07,37.0169
HD 141399 d,Radial Velocity,2014,1069.8,2.09,1.18,5600,1.39,1.07,37.0169
HD 141399 e,Radial Velocity,2014,5000,5,0.66,5600,1.39,1.07,37.0169
HD 141937 b,Radial Velocity,2002,653.21997,1.5,9.69,5870,1.03,1.09,33.3622
HD 142 b,Radial Velocity,2001,349.7,1.02,1.25,6245,1.47,1.23,26.1853
HD 142 c,Radial Velocity,2012,6005,6.8,5.3,6245,1.47,1.23,26.1853
HD 142022 A b,Radial Velocity,2005,1928,2.93,4.44,5421,1.04,0.9,34.2802
HD 142245 b,Radial Velocity,2011,1299,2.78,3.07,4922,4.63,3.5,97.2305
HD 142415 b,Radial Velocity,2003,386.29999,1.06,1.67,5940,1.04,1.07,35.5318
HD 143105 b,Radial Velocity,2016,2.1974,0.0379,1.21,6380,1.65,1.51,46.7789
HD 143361 b,Radial Velocity,2008,1039.15,1.988,3.532,5507,0.92,0.97,68.5146
HD 145377 b,Radial Velocity,2008,103.95,0.45,6.02,6014,1.05,1.2,53.4884
HD 145457 b,Radial Velocity,2010,176.3,0.76,2.23,4769,10.52,1.23,135.292
HD 145675 c,Radial Velocity,2021,25000,16.4,5.8,5314.94,1,0.97,17.9323
HD 145934 b,Radial Velocity,2015,2730,4.6,2.28,4823.75,5.38,1.75,227.881
HD 1461 b,Radial Velocity,2010,5.77152,0.0634,0.02026,5765,1.15,1.02,23.4534
HD 1461 c,Radial Velocity,2015,13.5052,0.1117,0.01759,5765,1.15,1.02,23.4534
HD 147018 b,Radial Velocity,2009,44.236,0.2388,2.12,5441,0.94,0.93,40.4256
HD 147018 c,Radial Velocity,2009,1008,1.922,6.56,5441,0.94,0.93,40.4256
HD 147379 b,Radial Velocity,2017,86.78,0.323,0.08983,4156,0.63,0.6,10.7643
